,Residential,Garden,Settlement,BP_BF,year_of_building,length_of_building,new_ins_period,NumberOfWindows_0,NumberOfWindows_1,NumberOfWindows_10,NumberOfWindows_2,NumberOfWindows_3,NumberOfWindows_4,NumberOfWindows_5,NumberOfWindows_6,NumberOfWindows_7,NumberOfWindows_8,NumberOfWindows_9,Building_Type_1,Building_Type_2,Building_Type_3,Building_Type_4
5465,0,1.0,1,1,83.0,38,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5466,1,1.0,1,1,55.0,58,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5467,1,1.0,1,1,62.0,38,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5468,1,1.0,1,1,63.0,38,84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5469,0,1.0,1,1,5.0,57,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5470,0,1.0,1,1,6.0,57,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5471,0,1.0,1,1,54.0,40,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5472,0,1.0,1,1,112.0,32,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5473,1,1.0,1,1,165.0,59,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5474,1,1.0,1,1,42.0,129,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5475,1,1.0,1,1,44.0,104,93,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5476,1,1.0,1,1,64.0,34,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5477,1,1.0,1,1,55.0,59,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5478,0,1.0,1,1,34.0,27,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5479,1,1.0,1,1,4.0,112,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5480,0,0.0,0,1,33.0,69,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5481,1,1.0,1,1,13.0,154,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5482,1,1.0,1,1,66.0,36,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5483,1,1.0,1,1,35.0,42,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5484,1,1.0,1,1,102.0,40,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5485,1,1.0,1,1,114.0,59,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5486,1,1.0,1,1,5.0,88,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5487,0,1.0,1,1,82.0,31,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5488,1,1.0,1,1,33.0,111,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5489,0,1.0,1,1,112.0,43,341,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5490,0,1.0,1,1,113.0,43,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5491,0,1.0,1,1,35.0,193,1000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5492,0,1.0,1,1,37.0,193,1000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5493,0,1.0,1,1,43.0,219,915,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5494,0,1.0,1,1,34.0,259,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5495,0,1.0,1,1,41.0,207,1000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5496,1,1.0,1,1,42.0,79,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5497,1,1.0,1,1,42.0,144,1000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5498,1,1.0,1,1,45.0,144,997,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5499,1,1.0,1,1,46.0,144,994,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5500,1,1.0,1,1,44.0,118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5501,1,1.0,1,1,42.0,107,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5502,1,1.0,1,1,42.0,106,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5503,1,1.0,1,1,43.0,106,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5504,1,1.0,1,1,55.0,91,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5505,0,1.0,1,1,66.0,44,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5506,1,0.0,0,1,24.0,37,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5507,1,0.0,0,1,52.0,84,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5508,1,0.0,0,1,54.0,84,775,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5509,1,1.0,1,1,21.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5510,1,1.0,1,1,22.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5511,1,1.0,1,1,43.0,113,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5512,1,1.0,1,1,34.0,139,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5513,1,1.0,1,1,46.0,109,997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5514,1,1.0,1,1,44.0,100,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5515,1,1.0,1,1,52.0,164,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5516,0,1.0,1,1,7.0,162,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5517,0,1.0,1,1,8.0,162,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5518,1,1.0,1,1,33.0,61,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5519,1,1.0,1,1,44.0,91,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5520,1,0.0,0,1,53.0,94,84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5521,1,1.0,1,1,63.0,51,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5522,1,1.0,1,1,45.0,139,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5523,1,1.0,1,1,42.0,140,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5524,1,1.0,1,1,44.0,106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5525,1,1.0,1,1,52.0,34,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5526,1,1.0,1,1,43.0,40,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5527,1,1.0,1,1,46.0,128,994,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5528,1,1.0,1,1,53.0,80,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5529,1,1.0,1,1,55.0,80,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5530,1,1.0,1,1,8.0,99,177,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5531,1,0.0,0,1,52.0,107,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5532,1,1.0,1,1,13.0,70,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5533,1,1.0,1,1,62.0,56,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5534,1,1.0,1,1,63.0,56,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5535,0,0.0,0,0,46.0,45,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5536,1,1.0,1,1,113.0,54,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5537,1,1.0,1,1,44.0,28,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5538,1,1.0,1,1,45.0,28,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5539,1,1.0,1,1,42.0,120,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5540,0,1.0,1,1,12.0,107,693,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5541,1,1.0,1,1,42.0,145,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5542,1,1.0,1,1,46.0,42,997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5543,1,0.0,0,1,56.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5544,1,0.0,0,1,42.0,24,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5545,1,1.0,1,1,12.0,113,751,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5546,1,0.0,0,1,32.0,44,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5547,1,0.0,0,1,53.0,206,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5548,0,1.0,1,1,62.0,31,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5549,0,1.0,1,1,63.0,31,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5550,0,0.0,0,1,52.0,49,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5551,0,0.0,0,1,54.0,49,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5552,0,0.0,0,1,55.0,49,983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5553,0,1.0,1,1,166.0,37,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5554,1,0.0,0,1,53.0,70,367,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5555,0,1.0,1,1,112.0,48,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5556,1,1.0,1,1,32.0,115,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5557,1,1.0,1,1,34.0,115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5558,1,1.0,1,1,45.0,105,997,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5559,1,1.0,1,1,46.0,105,994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5560,0,1.0,1,1,52.0,109,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5561,0,1.0,1,1,52.0,122,500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5562,0,0.0,0,1,45.0,48,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5563,0,1.0,1,1,7.0,53,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5564,0,1.0,1,1,113.0,34,252,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5565,0,0.0,0,1,27.0,64,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5566,1,1.0,1,1,42.0,82,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5567,1,0.0,1,0,43.0,65,315,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5568,1,1.0,1,1,93.0,60,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5569,1,1.0,1,1,94.0,60,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5570,0,0.0,0,1,24.0,103,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5571,0,0.0,0,1,26.0,103,495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5572,0,1.0,1,1,9.0,84,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5573,0,1.0,1,1,25.0,95,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5574,0,1.0,1,1,11.0,90,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5575,0,1.0,1,1,2.0,91,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5576,0,1.0,1,1,4.0,91,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5577,0,0.0,0,0,53.0,37,580,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5578,0,1.0,1,1,42.0,97,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5579,0,0.0,0,0,45.0,57,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5580,0,0.0,0,0,24.0,124,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5581,0,0.0,0,1,56.0,28,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5582,0,1.0,1,1,22.0,96,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5583,0,0.0,0,0,24.0,20,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5584,0,1.0,1,1,32.0,42,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5585,0,0.0,0,0,33.0,78,580,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5586,0,0.0,0,0,52.0,98,1000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5587,0,1.0,1,1,26.0,100,997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5588,0,1.0,1,1,42.0,103,1000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5589,1,1.0,1,1,53.0,40,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5590,0,1.0,1,1,115.0,36,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5591,0,0.0,0,1,56.0,56,997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5592,0,1.0,1,1,116.0,40,549,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5593,0,0.0,0,1,56.0,66,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5594,0,0.0,0,0,42.0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5595,0,1.0,1,1,9.0,46,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5596,0,1.0,1,1,6.0,86,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5597,0,1.0,1,1,62.0,47,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5598,0,0.0,0,0,34.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5599,0,0.0,0,0,52.0,56,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5600,1,0.0,0,1,25.0,118,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5601,1,1.0,1,1,66.0,35,997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5602,0,0.0,0,1,32.0,67,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5603,0,0.0,0,1,56.0,40,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5604,0,1.0,1,1,38.0,42,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5605,1,1.0,1,1,5.0,74,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5606,1,1.0,1,1,7.0,74,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5607,0,1.0,1,1,25.0,69,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5608,0,1.0,1,1,35.0,95,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5609,0,1.0,1,1,32.0,148,248,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5610,0,1.0,1,1,41.0,42,328,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5611,0,1.0,1,1,46.0,126,997,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5612,0,1.0,1,1,42.0,135,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5613,0,1.0,1,1,44.0,70,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5614,0,1.0,1,1,40.0,111,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5615,0,1.0,1,1,2.0,60,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5616,0,1.0,1,1,5.0,60,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5617,0,1.0,1,1,49.0,50,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5618,0,1.0,1,1,53.0,88,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5619,0,1.0,1,1,56.0,88,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5620,0,1.0,1,1,25.0,28,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5621,0,1.0,1,1,27.0,28,449,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5622,0,1.0,1,1,0.0,97,189,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5623,0,1.0,1,1,28.0,55,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5624,0,1.0,1,1,35.0,47,252,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5625,1,1.0,1,1,110.0,31,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5626,1,1.0,1,1,111.0,31,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5627,0,0.0,0,0,34.0,111,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5628,0,1.0,1,1,2.0,46,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5629,0,0.0,0,1,52.0,26,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5630,1,1.0,1,1,112.0,29,202,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5631,1,1.0,1,1,35.0,51,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5632,0,1.0,1,1,24.0,61,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5633,0,1.0,1,1,22.0,37,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5634,0,0.0,0,0,25.0,62,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5635,0,1.0,1,1,17.0,95,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5636,1,1.0,1,1,44.0,54,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5637,0,1.0,1,1,4.0,150,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5638,0,1.0,1,1,6.0,150,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5639,0,1.0,1,1,32.0,83,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5640,0,1.0,1,1,34.0,83,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5641,0,1.0,1,1,51.0,81,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5642,0,1.0,1,1,18.0,112,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5643,0,1.0,1,1,76.0,40,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5644,0,1.0,1,1,27.0,100,79,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5645,1,1.0,1,1,10.0,164,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5646,1,0.0,0,0,24.0,133,581,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5647,0,0.0,0,1,26.0,10,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5648,0,1.0,1,1,33.0,82,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5649,0,1.0,1,1,34.0,82,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5650,0,1.0,1,1,36.0,82,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5651,0,1.0,1,1,33.0,63,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5652,0,1.0,1,1,35.0,63,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5653,1,0.0,0,0,24.0,94,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5654,1,0.0,0,0,25.0,94,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5655,0,1.0,1,1,63.0,30,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5656,0,0.0,0,1,32.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5657,0,0.0,0,1,35.0,83,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5658,0,1.0,1,1,36.0,63,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5659,1,0.0,0,0,35.0,102,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5660,1,0.0,0,0,36.0,102,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5661,0,1.0,1,1,4.0,158,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5662,0,1.0,1,1,62.0,44,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5663,0,1.0,1,1,24.0,180,161,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5664,0,1.0,1,1,62.0,42,868,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5665,0,1.0,1,1,64.0,42,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5666,0,1.0,1,1,66.0,42,997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5667,0,0.0,0,1,55.0,56,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5668,0,0.0,0,0,32.0,180,163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5669,0,1.0,1,1,62.0,69,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5670,0,0.0,0,1,54.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5671,0,0.0,0,1,26.0,136,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5672,0,0.0,0,1,28.0,84,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5673,1,1.0,1,1,37.0,101,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5674,1,1.0,1,1,25.0,54,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5675,1,1.0,1,1,36.0,255,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5676,1,1.0,1,1,16.0,123,495,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5677,1,1.0,1,1,17.0,120,495,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5678,0,1.0,1,1,40.0,24,953,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5679,0,1.0,1,1,7.0,99,334,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5680,0,0.0,0,1,53.0,24,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5681,0,1.0,1,1,142.0,44,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5682,0,1.0,1,1,144.0,44,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5683,0,1.0,1,1,1.0,59,958,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5684,0,1.0,1,1,43.0,172,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5685,0,1.0,1,1,53.0,47,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5686,0,1.0,1,1,54.0,47,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5687,1,0.0,0,0,33.0,41,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5688,1,0.0,0,0,56.0,63,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5689,0,0.0,0,0,36.0,44,994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5690,0,1.0,1,1,27.0,123,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5691,0,1.0,1,1,28.0,123,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5692,0,1.0,1,1,29.0,123,1000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5693,0,1.0,1,1,32.0,72,710,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5694,0,0.0,0,1,25.0,88,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5695,0,1.0,1,1,32.0,52,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5696,0,0.0,0,1,25.0,52,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5697,0,0.0,0,1,28.0,52,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5698,0,1.0,1,1,43.0,75,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5699,0,1.0,1,1,45.0,75,747,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5700,0,1.0,1,1,25.0,115,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5701,0,1.0,1,1,26.0,115,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5702,0,1.0,1,1,27.0,115,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5703,0,1.0,1,1,75.0,27,997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5704,0,1.0,1,1,32.0,40,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5705,0,1.0,1,1,51.0,75,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5706,0,0.0,0,0,34.0,47,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5707,0,0.0,0,0,35.0,47,986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5708,0,1.0,1,1,164.0,41,926,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5709,0,0.0,0,0,56.0,72,997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5710,0,0.0,0,0,35.0,81,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5711,0,0.0,0,1,52.0,37,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5712,0,0.0,0,0,34.0,37,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5713,0,1.0,1,1,40.0,93,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5714,0,1.0,1,1,41.0,93,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5715,0,1.0,1,1,41.0,93,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5716,0,0.0,0,0,36.0,60,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5717,0,0.0,0,1,34.0,136,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5718,0,0.0,0,1,36.0,136,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5719,1,0.0,0,1,32.0,34,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5720,1,1.0,1,1,33.0,161,378,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5721,0,1.0,1,1,12.0,97,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5722,0,1.0,1,1,4.0,54,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5723,0,1.0,1,1,5.0,35,688,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5724,1,1.0,1,1,32.0,131,579,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5725,0,1.0,1,1,93.0,28,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5726,0,0.0,0,1,32.0,87,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5727,0,1.0,1,1,92.0,42,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5728,0,1.0,1,1,3.0,114,1000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5729,0,0.0,0,1,33.0,25,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5730,0,1.0,1,1,115.0,34,1000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5731,1,0.0,0,1,52.0,106,1000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
